chunk_id,assigned_user_id,buyer_name,buyer_fname,buyer_lname,period_start,period_end,period_year,period_quarter,period_label,total_leads,total_upsheets,leads_with_opportunity,total_opportunities,opportunity_upsheets,delivered_upsheets,sold_upsheets,delivered_opportunity_upsheets,total_expected_amount,latest_expected_amount,avg_sale_value,realization_amount,lead_to_opportunity_conversion_rate,close_rate,total_sale_value,realization_percent,workload_band,conversion_band,execution_band,value_band,realization_band,doc_type,kpi_version,source_file,chunk_text
kpi_buyer_71_2019_q4,71,Buyer71 User71,Buyer71,User71,2019-10-01,2019-12-31,2019,4,2019 Q4,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer71 User71
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer71 User71 recorded low workload in 2019 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_71_2020_q1,71,Buyer71 User71,Buyer71,User71,2020-01-01,2020-03-31,2020,1,2020 Q1,0,0,0,0,0,1,1,1,0.00,0.00,11755.00,1330.00,,,11755.00,12.76,low workload,no conversion activity,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer71 User71
Period: 2020 Q1
Period Start: 2020-01-01
Period End: 2020-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 11755.00

Interpretation
Buyer71 User71 recorded low workload in 2020 Q1.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 11755.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_71_2026_q1,71,Buyer71 User71,Buyer71,User71,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10425.00,10425.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer71 User71
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer71 User71 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_72_2019_q4,72,Buyer72 User72,Buyer72,User72,2019-10-01,2019-12-31,2019,4,2019 Q4,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer72 User72
Period: 2019 Q4
Period Start: 2019-10-01
Period End: 2019-12-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer72 User72 recorded low workload in 2019 Q4.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_72_2026_q1,72,Buyer72 User72,Buyer72,User72,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10400.00,10400.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer72 User72
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer72 User72 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_73_2020_q1,73,Buyer73 User73,Buyer73,User73,2020-01-01,2020-03-31,2020,1,2020 Q1,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer73 User73
Period: 2020 Q1
Period Start: 2020-01-01
Period End: 2020-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer73 User73 recorded low workload in 2020 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_73_2026_q1,73,Buyer73 User73,Buyer73,User73,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10525.00,10525.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer73 User73
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer73 User73 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_74_2020_q1,74,Buyer74 User74,Buyer74,User74,2020-01-01,2020-03-31,2020,1,2020 Q1,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer74 User74
Period: 2020 Q1
Period Start: 2020-01-01
Period End: 2020-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer74 User74 recorded low workload in 2020 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_74_2026_q1,74,Buyer74 User74,Buyer74,User74,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10650.00,10650.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer74 User74
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer74 User74 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_75_2020_q1,75,Buyer75 User75,Buyer75,User75,2020-01-01,2020-03-31,2020,1,2020 Q1,1,1,1,0,0,1,1,1,0.00,0.00,11975.00,1350.00,100.00,,11975.00,12.71,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer75 User75
Period: 2020 Q1
Period Start: 2020-01-01
Period End: 2020-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 11975.00

Interpretation
Buyer75 User75 recorded low workload in 2020 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 11975.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_75_2026_q1,75,Buyer75 User75,Buyer75,User75,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10625.00,10625.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer75 User75
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer75 User75 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_76_2020_q1,76,Buyer76 User76,Buyer76,User76,2020-01-01,2020-03-31,2020,1,2020 Q1,1,1,1,0,0,1,1,1,0.00,0.00,12180.00,1430.00,100.00,,12180.00,13.30,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer76 User76
Period: 2020 Q1
Period Start: 2020-01-01
Period End: 2020-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 12180.00

Interpretation
Buyer76 User76 recorded low workload in 2020 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 12180.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_76_2026_q1,76,Buyer76 User76,Buyer76,User76,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10750.00,10750.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer76 User76
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer76 User76 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_77_2020_q1,77,Buyer77 User77,Buyer77,User77,2020-01-01,2020-03-31,2020,1,2020 Q1,1,1,1,0,0,1,1,1,0.00,0.00,12385.00,1510.00,100.00,,12385.00,13.89,low workload,strong conversion,no closing activity,moderate value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer77 User77
Period: 2020 Q1
Period Start: 2020-01-01
Period End: 2020-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 12385.00

Interpretation
Buyer77 User77 recorded low workload in 2020 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated moderate value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 12385.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_77_2026_q1,77,Buyer77 User77,Buyer77,User77,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10875.00,10875.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer77 User77
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer77 User77 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_78_2020_q1,78,Buyer78 User78,Buyer78,User78,2020-01-01,2020-03-31,2020,1,2020 Q1,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer78 User78
Period: 2020 Q1
Period Start: 2020-01-01
Period End: 2020-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer78 User78 recorded low workload in 2020 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_78_2026_q1,78,Buyer78 User78,Buyer78,User78,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,10850.00,10850.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer78 User78
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer78 User78 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_79_2020_q1,79,Buyer79 User79,Buyer79,User79,2020-01-01,2020-03-31,2020,1,2020 Q1,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer79 User79
Period: 2020 Q1
Period Start: 2020-01-01
Period End: 2020-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer79 User79 recorded low workload in 2020 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
